"target","actual","error","iq","elapsed"
"67800","45000","22800","132","20"
"58600","27000","31600","189","40"
"50200","33000","17200","129","60"
"44400","16500","27900","193","80"
"39000","21000","18000","155","100"
"33200","21000","12200","133","120"
"29800","7500","22300","191","140"
"27200","10500","16700","173","160"
"24400","13500","10900","152","180"
"20800","9000","11800","161","200"
"17600","9000","8600","148","220"
"15000","9000","6000","138","240"
"14400","1500","12900","178","260"
"13800","1500","12300","181","280"
"13200","3000","10200","176","300"
"12400","3000","9400","177","320"
"11200","3000","8200","175","340"
"10600","1500","9100","183","360"
"9400","4500","4900","165","380"
"6800","12000","-5200","115","400"
"5600","4500","1100","146","420"
"4000","7500","-3500","123","440"
"2600","4500","-1900","130","460"
"2200","1500","700","143","480"
"1800","1500","300","141","500"
"1400","1500","-100","139","520"
"1000","1500","-500","137","540"
"400","1500","-1100","133","560"
"0","1500","-1500","130","580"
"-200","0","-200","136","600"
"-400","0","-400","135","620"
"-600","1500","-2100","126","640"
"-600","1500","-2100","125","660"
"-600","0","-600","133","680"
"-600","0","-600","132","700"
"-600","0","-600","132","720"
"-600","0","-600","132","740"
"-600","0","-600","131","760"
"-600","0","-600","131","780"
"-600","0","-600","131","800"
"-600","0","-600","130","820"
"-600","0","-600","130","840"
"-600","0","-600","130","860"
"-600","0","-600","130","880"
"-600","0","-600","129","900"
"-600","0","-600","129","920"
"-600","0","-600","129","940"
"-600","0","-600","128","960"
"-600","0","-600","128","980"
"-600","0","-600","128","1000"
"-600","0","-600","127","1020"
"-600","0","-600","127","1040"
"-600","0","-600","127","1060"
"-600","0","-600","127","1080"
"-600","0","-600","126","1100"
"-600","0","-600","126","1120"
"-600","0","-600","126","1140"
"-600","0","-600","125","1160"
"-600","0","-600","125","1180"
"-600","0","-600","125","1200"
"-600","0","-600","124","1220"
"-600","0","-600","124","1240"
"-600","0","-600","124","1260"
"-600","0","-600","124","1280"
"-600","0","-600","123","1300"
"-600","0","-600","123","1320"
"-600","0","-600","123","1340"
"-600","0","-600","122","1360"
"-600","0","-600","122","1380"
"-600","0","-600","122","1400"
"-600","0","-600","121","1420"
"-600","0","-600","121","1440"
"-600","0","-600","121","1460"
"-600","0","-600","121","1480"
"-600","0","-600","120","1500"
"-600","0","-600","120","1520"
"-600","0","-600","120","1540"
"-600","0","-600","119","1560"
"-600","0","-600","119","1580"
"-600","0","-600","119","1600"
"-600","0","-600","118","1620"
"-600","0","-600","118","1640"
"-600","0","-600","118","1660"
"-600","0","-600","118","1680"
"-600","0","-600","117","1700"
"-600","0","-600","117","1720"
"-600","0","-600","117","1740"
"-600","0","-600","116","1760"
"-600","0","-600","116","1780"
"-600","0","-600","116","1800"
"-600","0","-600","115","1820"
"-600","0","-600","115","1840"
"-600","0","-600","115","1860"
"-600","0","-600","115","1880"
"-600","0","-600","114","1900"
"-600","0","-600","114","1920"
"-600","0","-600","114","1940"
"-600","0","-600","113","1960"
"-600","0","-600","113","1980"
"-600","0","-600","113","2000"
"-600","0","-600","112","2020"
"-600","0","-600","112","2040"
"-600","0","-600","112","2060"
"-600","0","-600","112","2080"
"-600","0","-600","111","2100"
"-600","0","-600","111","2120"
"-600","0","-600","111","2140"
"-600","0","-600","110","2160"
"-600","0","-600","110","2180"
"-600","0","-600","110","2200"
"-600","0","-600","109","2220"
"-600","0","-600","109","2240"
"-600","0","-600","109","2260"
"-600","0","-600","109","2280"
"-600","0","-600","108","2300"
"-600","0","-600","108","2320"
"-600","0","-600","108","2340"
"-600","0","-600","107","2360"
"-600","0","-600","107","2380"
"-600","0","-600","107","2400"
"-600","0","-600","106","2420"
"-600","0","-600","106","2440"
"-600","0","-600","106","2460"
"-600","0","-600","106","2480"
"-600","0","-600","105","2500"
"-600","0","-600","105","2520"
"-600","0","-600","105","2540"
"-600","0","-600","104","2560"
"-600","0","-600","104","2580"
"-600","0","-600","104","2600"
"-600","0","-600","103","2620"
"-600","0","-600","103","2640"
"-600","0","-600","103","2660"
"-600","0","-600","103","2680"
"-600","0","-600","102","2700"
"-600","0","-600","102","2720"
"-600","0","-600","102","2740"
"-600","0","-600","101","2760"
"-600","0","-600","101","2780"
"-600","0","-600","101","2800"
"-600","0","-600","100","2820"
"-600","0","-600","100","2840"
"-600","0","-600","100","2860"
"-600","0","-600","100","2880"
"-600","0","-600","99","2900"
"-600","0","-600","99","2920"
"-600","0","-600","99","2940"
"-600","0","-600","98","2960"
"-600","0","-600","98","2980"
"-600","0","-600","98","3000"
"-600","0","-600","97","3020"
"-600","0","-600","97","3040"
"-600","0","-600","97","3060"
"-600","0","-600","97","3080"
"-600","0","-600","96","3100"
"-600","0","-600","96","3120"
"-600","0","-600","96","3140"
"-600","0","-600","95","3160"
"-600","0","-600","95","3180"
"-600","0","-600","95","3200"
"-600","0","-600","94","3220"
"-600","0","-600","94","3240"
"-600","0","-600","94","3260"
"-600","0","-600","94","3280"
"-600","0","-600","93","3300"
"-600","0","-600","93","3320"
"-600","0","-600","93","3340"
"-600","0","-600","92","3360"
"-600","0","-600","92","3380"
"-600","0","-600","92","3400"
"-600","0","-600","91","3420"
"-600","0","-600","91","3440"
"-600","0","-600","91","3460"
"-600","0","-600","91","3480"
"-600","0","-600","90","3500"
"-600","0","-600","90","3520"
